;Papel;Cotação;P/L;P/VP;PSR;Div.Yield;P/Ativo;P/Cap.Giro;P/EBIT;P/Ativ Circ.Liq;EV/EBIT;EV/EBITDA;Mrg Ebit;Mrg. Líq.;Liq. Corr.;ROIC;ROE;Liq.2meses;Patrim. Líq;Dív.Brut/ Patrim.;Cresc. Rec.5a;21
935;RADL3;20,00;46,00;6,95;1,318;1,25%;2,126;12,72;25,67;-14,63;26,99;13,21;5,13%;2,92%;1,44;11,22%;15,12%;133.227.000,00;4.751.380.000,00;0,46;16,50%;
936;CEGR3;89,00;49,78;21,31;4,764;1,82%;6,185;-42,87;28,93;-13,02;30,23;25,68;16,47%;9,57%;0,62;26,01%;42,81%;0,00;1.084.200.000,00;1,10;0,68%;
937;BRIT3;2,14;50,66;0,71;1,230;0,00%;0,338;5,03;10,48;-1,20;16,48;5,45;11,74%;2,43%;1,38;4,10%;1,41%;1.641.920,00;1.350.050.000,00;0,79;0,00%;
938;PLTO6;10,47;50,81;692.616,00;0,690;0,00%;0,901;2,90;55,05;-1,55;56,35;56,35;1,25%;1,36%;3,87;1,74%;1.363.200,00%;0,00;1.000,00;21.227,00;8,78%;
939;ARML3;11,99;52,90;3,65;7,772;0,00%;1,292;3,19;23,94;-9,63;26,70;18,74;32,46%;14,69%;4,78;9,91%;6,90%;5.582.190,00;1.135.230.000,00;1,61;0,00%;
940;NATU3;36,86;52,92;5,88;1,657;0,00%;1,540;9,84;13,61;-4,93;15,26;9,46;12,18%;3,13%;1,58;15,23%;11,12%;0,00;5.765.480.000,00;1,27;20,25%;
941;PLTO5;10,94;53,09;723.708,00;0,721;0,00%;0,942;3,03;57,52;-1,62;58,82;58,82;1,25%;1,36%;3,87;1,74%;1.363.200,00%;0,00;1.000,00;21.227,00;8,78%;
942;FFTL3;25,00;53,22;2,26;3,410;0,00%;1,508;23,71;20,90;-15,54;20,55;20,55;16,32%;8,16%;1,37;8,91%;4,24%;0,00;6.274.030.000,00;0,07;7,79%;
943;FFTL4;25,06;53,34;2,26;3,418;0,00%;1,512;23,77;20,95;-15,58;20,60;20,60;16,32%;8,16%;1,37;8,91%;4,24%;0,00;6.274.030.000,00;0,07;7,79%;
944;BSEV3;9,00;56,31;-10,76;0,889;0,00%;0,776;-1,59;4,40;-1,02;7,59;3,70;20,19%;1,58%;0,39;20,66%;-19,12%;0,00;-853.187.000,00;-8,95;7,12%;
945;GVTT3;57,70;57,38;3,68;4,312;0,00%;2,268;21,82;25,92;-18,43;26,65;26,65;16,64%;7,52%;1,66;10,32%;6,42%;0,00;2.150.790.000,00;0,24;31,47%;
946;BAUH4;77,00;58,25;3,98;2,291;0,00%;2,558;-35,74;862,86;-28,49;863,30;74,05;0,27%;3,93%;0,79;0,39%;6,83%;16.330,50;101.013.000,00;0,05;1,50%;
947;AEDU3;18,35;59,34;3,32;4,141;0,00%;2,159;17,00;41,06;-21,55;43,27;29,01;10,08%;6,98%;2,04;5,77%;5,60%;0,00;2.415.400.000,00;0,30;20,90%;
948;CBEE3;19,21;59,88;0,95;0,524;0,43%;0,275;-5,88;4,07;-0,59;8,10;5,58;12,87%;0,88%;0,84;7,40%;1,58%;89,35;4.881.810.000,00;0,99;11,61%;
949;SUBA3;84,00;61,95;8,39;8,067;0,00%;6,778;8,03;115,78;8,09;106,17;106,17;6,97%;13,02%;5,55;19,11%;13,54%;0,00;530.396.000,00;0,00;0,00%;
950;DMVF3;4,06;63,12;0,25;0,169;0,00%;0,143;3,91;2,48;-0,91;2,10;0,96;6,82%;0,27%;1,16;7,04%;0,39%;301.304,00;830.950.000,00;0,05;24,02%;
951;ROMI4;185,00;63,55;14,30;9,381;0,00%;7,054;23,25;64,20;77,57;66,21;54,63;14,61%;14,79%;2,03;13,02%;22,50%;0,00;948.928.000,00;0,61;21,09%;
952;PETZ3;10,75;71,14;2,81;2,180;0,32%;1,449;8,12;22,91;-12,45;21,39;10,93;9,52%;3,06%;1,95;8,24%;3,94%;118.264.000,00;1.768.960.000,00;0,10;42,92%;
953;DAGB33;375,00;71,75;1,60;0,640;0,00%;0,510;15,24;11,87;-1,27;19,35;30,65;5,39%;1,67%;1,17;4,96%;2,24%;0,00;12.597.300.000,00;1,18;32,08%;
954;CTPC3;0,20;76,36;1,08;0,000;0,00%;0,097;0,00;-16,86;0,00;-18,75;-18,75;0,00%;0,00%;0,00;0,00%;1,41%;0,00;2.411.000,00;0,00;-6,10%;
955;RLOG3;23,08;82,76;4,26;1,534;0,00%;0,229;1,49;5,32;-0,50;12,43;6,68;28,85%;7,07%;2,64;5,36%;5,15%;0,00;2.507.240.000,00;9,08;8,76%;
956;CASN3;15,01;86,08;7,58;10,508;0,23%;3,368;448,71;51,89;-7,73;56,89;38,20;20,25%;12,21%;1,07;6,82%;8,80%;0,00;1.733.180.000,00;0,79;4,18%;
957;MGLU3;2,56;101,20;1,55;0,483;0,00%;0,512;1,98;71,15;-5,66;91,42;19,36;0,68%;0,48%;1,80;0,95%;1,54%;488.193.000,00;11.118.200.000,00;0,62;31,50%;
958;HGTX3;37,50;101,99;3,57;4,178;0,00%;2,480;7,50;105,87;9,93;106,77;42,50;3,95%;4,10%;2,47;3,00%;3,51%;0,00;1.704.940.000,00;0,12;-4,62%;
959;PQUN3;15,44;104,31;1,88;0,545;0,00%;0,523;7,57;19,50;-0,97;40,25;40,25;2,80%;0,52%;1,61;3,02%;1,81%;0,00;858.692.000,00;2,28;5,19%;
960;PQUN4;15,44;104,31;1,88;0,545;0,00%;0,523;7,57;19,50;-0,97;40,25;40,25;2,80%;0,52%;1,61;3,02%;1,81%;0,00;858.692.000,00;2,28;5,19%;
961;TMAR6;42,01;112,59;0,71;0,519;0,00%;0,181;1,49;4,04;-0,50;8,29;3,21;12,84%;-0,42%;1,62;5,78%;0,63%;0,00;20.448.500.000,00;1,38;14,80%;
962;TMAR5;42,67;114,35;0,72;0,527;0,00%;0,184;1,51;4,10;-0,51;8,35;3,24;12,84%;-0,42%;1,62;5,78%;0,63%;0,00;20.448.500.000,00;1,38;14,80%;
963;FLCL6;9,91;115,65;61,25;11,283;0,00%;11,168;143,05;64,97;-27,75;67,11;67,11;17,37%;9,76%;1,23;22,91%;52,97%;0,00;72.920.000,00;2,96;-29,63%;
964;NETC3;38,50;123,10;2,12;1,290;0,00%;1,074;-33,02;10,82;-2,96;12,15;5,27;11,93%;1,55%;0,80;10,95%;1,72%;0,00;6.812.390.000,00;0,28;66,63%;
965;NETC4;40,00;127,89;2,20;1,340;0,00%;1,116;-34,31;11,24;-3,08;12,57;5,45;11,93%;1,55%;0,80;10,95%;1,72%;0,00;6.812.390.000,00;0,28;66,63%;
966;FLCL3;11,50;134,20;71,08;13,094;0,00%;12,959;166,00;75,40;-32,21;77,54;77,54;17,37%;9,76%;1,23;22,91%;52,97%;0,00;72.920.000,00;2,96;-29,63%;
967;FLCL5;12,50;145,87;77,26;14,232;0,00%;14,086;180,44;81,95;-35,01;84,09;84,09;17,37%;9,76%;1,23;22,91%;52,97%;0,00;72.920.000,00;2,96;-29,63%;
968;GUAR4;151,00;157,73;14,60;9,772;0,00%;5,342;28,39;334,01;-185,71;342,30;97,98;2,93%;6,20%;1,45;1,99%;9,26%;0,00;5.161.840.000,00;0,71;0,69%;
969;TMAR3;62,00;166,16;1,04;0,765;0,00%;0,268;2,20;5,96;-0,74;10,21;3,96;12,84%;-0,42%;1,62;5,78%;0,63%;0,00;20.448.500.000,00;1,38;14,80%;
970;EMBR3;11,68;195,41;0,69;0,406;0,00%;0,185;0,66;5,26;-1,16;9,94;6,05;7,72%;0,27%;2,01;4,72%;0,35%;100.550.000,00;12.545.900.000,00;1,34;5,47%;
971;MLFT4;22,39;204,85;12,15;45,146;0,00%;5,714;23,62;106,92;-26,04;110,78;78,83;42,23%;31,73%;4,63;7,25%;5,93%;0,00;3.407.800.000,00;0,99;5,14%;
972;SEER3;6,89;216,53;0,61;0,599;1,79%;0,266;18,22;4,16;-0,70;6,03;3,17;14,39%;0,28%;1,09;6,83%;0,28%;3.129.670,00;1.443.670.000,00;0,40;3,60%;
973;BIDI3;3,40;239,91;1,05;0,000;0,75%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,44%;5.082.590,00;8.428.170.000,00;0,00;34,75%;
974;BIDI4;3,41;240,62;1,05;0,000;0,74%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,44%;25.892.100,00;8.428.170.000,00;0,00;34,75%;
975;BIDI11;10,40;244,62;1,07;0,000;0,73%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,44%;132.303.000,00;8.428.170.000,00;0,00;34,75%;
976;HAPV3;6,63;285,88;0,96;3,818;0,14%;0,652;104,69;217,54;-3,01;247,14;44,33;1,76%;1,34%;1,06;0,32%;0,34%;381.855.000,00;49.145.700.000,00;0,22;37,62%;
977;ELEV3;24,30;312,39;3,22;0,688;0,00%;0,954;5,75;37,19;-5,18;51,41;51,41;1,85%;0,27%;1,47;3,01%;1,03%;0,00;489.356.000,00;1,35;3,69%;
978;AURE3;14,10;337,22;1,10;4,383;0,71%;0,496;5,94;11,74;-1,39;13,12;8,83;37,34%;8,38%;1,77;4,83%;0,33%;37.191.900,00;12.820.300.000,00;0,38;0,00%;
979;RHDS4;1,00;363,45;29,50;4,977;0,00%;7,182;-593,56;68,11;-24,55;71,32;53,72;7,31%;1,17%;0,97;11,80%;8,12%;0,00;272.045.000,00;1,49;4,38%;
980;PRBC4;14,54;428,27;36,60;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;8,55%;0,00;1.294.130.000,00;0,00;-0,14%;
981;UBBR4;7,49;610,27;1,99;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,33%;0,00;10.317.200.000,00;0,00;10,58%;
982;UBBR11;14,75;1.201,81;3,91;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,33%;0,00;10.317.200.000,00;0,00;10,58%;
983;UBBR3;18,00;1.466,61;4,77;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,33%;0,00;10.317.200.000,00;0,00;10,58%;
984;BBTG12;3,15;29.554,00;24.180,60;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;81,82%;0,00;11.000,00;0,00;0,00%;
985;TRAD3;4,71;40.198,70;2,24;12,932;0,00%;2,136;4,85;-26,56;4,91;-21,27;-27,61;-48,68%;0,03%;12,08;-14,62%;0,01%;18.814.900,00;592.852.000,00;0,01;0,00%;
